id,Booking_status,Probability
42623,1,0.5995368
42624,0,0.016174637
42625,0,0.14304096
42626,1,0.7537886
42627,1,0.70004314
42628,1,0.7807113
42629,1,0.6770152
42630,1,0.90592015
42631,0,0.32960254
42632,0,0.01307956
42633,0,0.054311
42634,0,0.31086704
42635,0,0.07122829
42636,0,0.26893497
42637,0,0.4551071
42638,0,0.018632898
42639,1,0.6091742
42640,0,0.109296136
42641,0,0.06375271
42642,0,0.28039747
42643,0,0.31587917
42644,0,0.37108958
42645,1,0.61057115
42646,1,0.687312
42647,0,0.07018811
42648,0,0.11388701
42649,0,0.24923903
42650,0,0.45486966
42651,0,0.1499107
42652,0,0.26337698
42653,0,0.21265778
42654,0,0.22232535
42655,0,0.031908702
42656,0,0.49359432
42657,1,0.63836
42658,0,0.08468222
42659,0,0.36407182
42660,0,0.20145623
42661,0,0.15977138
42662,1,0.81991273
42663,0,0.036019057
42664,0,0.083000116
42665,0,0.358991
42666,1,0.5691205
42667,0,0.11014874
42668,0,0.049106583
42669,1,0.7740331
42670,1,0.9039328
42671,0,0.23454434
42672,1,0.92416894
42673,0,0.28071985
42674,0,0.002526399
42675,0,0.18605301
42676,0,0.37961566
42677,1,0.5794777
42678,0,0.10668903
42679,0,0.076490484
42680,0,0.3363161
42681,0,0.011651791
42682,1,0.6873763
42683,1,0.8408719
42684,0,0.012061317
42685,0,0.21723866
42686,0,0.15362172
42687,0,0.044837415
42688,1,0.5448743
42689,1,0.90823156
42690,0,0.28180644
42691,0,0.0036266586
42692,0,0.036311176
42693,1,0.6870516
42694,0,0.122841544
42695,0,0.32601902
42696,1,0.57816434
42697,0,0.38107327
42698,0,0.241686
42699,1,0.5837906
42700,0,0.3188884
42701,0,0.0027999457
42702,0,0.07949118
42703,0,0.15992643
42704,0,0.228976
42705,0,0.022870831
42706,0,0.06843368
42707,0,0.021104455
42708,0,0.03510053
42709,0,0.0008140865
42710,0,0.46940222
42711,0,0.35770774
42712,1,0.6034227
42713,0,0.017285889
42714,0,0.12806925
42715,0,0.07993366
42716,1,0.6368497
42717,0,0.02821424
42718,0,0.0344534
42719,0,0.029907431
42720,1,0.7424923
42721,1,0.7607267
42722,0,0.44485635
42723,0,0.27238995
42724,0,0.2411201
42725,0,0.0031674814
42726,0,0.12148001
42727,1,0.9007711
42728,0,0.116284505
42729,1,0.8468006
42730,0,0.41011256
42731,0,0.055943716
42732,1,0.9015551
42733,1,0.7222879
42734,0,0.29061088
42735,0,0.16461667
42736,1,0.8140714
42737,0,0.42460448
42738,0,0.008793024
42739,0,0.27085012
42740,0,0.29855806
42741,1,0.7619657
42742,0,0.026440028
42743,1,0.7045072
42744,1,0.80213755
42745,1,0.78279245
42746,0,0.06505484
42747,1,0.66527504
42748,1,0.8505615
42749,0,0.49631605
42750,1,0.66941595
42751,0,0.072308205
42752,0,0.04698308
42753,0,0.43673825
42754,1,0.50590664
42755,1,0.7466108
42756,0,0.20358619
42757,0,0.070455015
42758,1,0.7065826
42759,0,0.46403912
42760,0,0.33444068
42761,0,0.06432938
42762,1,0.86678284
42763,0,0.16027622
42764,1,0.82962275
42765,0,0.40125486
42766,0,0.038291812
42767,0,0.0023340222
42768,1,0.56945664
42769,0,0.15877742
42770,0,0.13394512
42771,1,0.8201678
42772,0,0.16639285
42773,1,0.5504997
42774,0,0.032586783
42775,0,0.0059512747
42776,0,0.063515514
42777,0,0.22954634
42778,0,0.34840393
42779,0,0.16186498
42780,0,0.03770178
42781,0,0.43369174
42782,0,0.042765718
42783,1,0.5937026
42784,1,0.6373432
42785,0,0.37134746
42786,0,5.7653737e-21
42787,1,0.6316088
42788,0,0.49330017
42789,1,0.8607482
42790,0,0.22023137
42791,0,0.093685195
42792,0,0.14874332
42793,0,0.12841411
42794,0,0.20884717
42795,1,0.68310237
42796,1,0.8093817
42797,0,0.038871694
42798,1,0.5272626
42799,0,0.065490685
42800,1,0.6624486
42801,1,0.6972329
42802,0,0.1392023
42803,0,0.084914304
42804,0,0.06818181
42805,0,0.018541388
42806,1,0.6389823
42807,0,0.28994656
42808,0,0.00021910777
42809,0,0.15578529
42810,1,0.8886602
42811,1,0.7783074
42812,0,0.4551166
42813,1,0.7611396
42814,0,0.48087147
42815,0,0.04906434
42816,0,0.033393517
42817,1,0.588915
42818,0,0.18754523
42819,0,0.23336594
42820,1,0.6739951
42821,0,0.015232605
42822,1,0.6540748
42823,1,0.66146964
42824,0,0.15925834
42825,0,0.008850299
42826,1,0.86663663
42827,0,0.37718976
42828,1,0.7430648
42829,0,0.24281922
42830,1,0.6097741
42831,1,0.86798096
42832,0,0.13457596
42833,1,0.621876
42834,0,0.16193867
42835,1,0.8531142
42836,0,0.41020092
42837,1,0.8399194
42838,0,0.010432876
42839,1,0.77917695
42840,0,0.013907826
42841,0,6.782233e-06
42842,0,0.31333637
42843,1,0.82531595
42844,0,0.18920176
42845,0,0.059205163
42846,1,0.75946563
42847,0,0.23859699
42848,0,0.013907909
42849,0,0.09109653
42850,0,0.17891689
42851,1,0.58144975
42852,0,0.46803632
42853,1,0.7927102
42854,0,0.08556847
42855,0,0.031196015
42856,0,0.2320346
42857,1,0.87110126
42858,0,0.089375325
42859,0,0.02142545
42860,0,0.26169604
42861,0,0.051086146
42862,0,0.006714776
42863,0,0.0034423168
42864,1,0.8533207
42865,1,0.6522644
42866,0,0.25909898
42867,0,0.2210818
42868,1,0.8733976
42869,0,0.042305797
42870,0,0.035570562
42871,1,0.8486238
42872,0,0.43655878
42873,0,0.15716001
42874,0,0.37908378
42875,1,0.5735205
42876,1,0.5924825
42877,0,0.19002822
42878,0,0.46680263
42879,0,0.2969144
42880,0,0.023415545
42881,0,0.011104123
42882,1,0.8189992
42883,1,0.69801664
42884,0,0.085461855
42885,1,0.7845755
42886,1,0.87814915
42887,0,0.33381486
42888,0,0.32089153
42889,1,0.7952319
42890,1,0.77175283
42891,0,0.3271677
42892,0,0.19207367
42893,0,0.09098173
42894,0,0.021795232
42895,0,0.43899345
42896,0,0.10021592
42897,0,0.4378942
42898,1,0.94789875
42899,0,0.1910394
42900,0,0.29391575
42901,1,0.72993577
42902,0,0.1928677
42903,1,0.6224437
42904,1,0.66699636
42905,0,0.046175987
42906,0,0.23237838
42907,0,0.4805132
42908,1,0.7582594
42909,0,0.35749462
42910,0,0.011280834
42911,1,0.8470483
42912,0,0.32582688
42913,0,0.24960801
42914,0,0.15319528
42915,1,0.5336358
42916,0,0.0007844637
42917,0,0.024093553
42918,0,0.11675479
42919,0,0.427003
42920,0,0.2765863
42921,1,0.6239162
42922,1,0.7652862
42923,1,0.92201936
42924,1,0.68501335
42925,1,0.57841533
42926,0,0.034349475
42927,0,0.07040873
42928,0,0.4611622
42929,0,0.03214903
42930,1,0.68050194
42931,0,0.32905123
42932,1,0.7810847
42933,0,0.05884282
42934,1,0.9223186
42935,0,0.3073314
42936,1,0.7442254
42937,1,0.7561128
42938,1,0.8977049
42939,0,0.22288196
42940,1,0.6822705
42941,0,0.4787103
42942,0,0.26978377
42943,1,0.87451947
42944,0,0.37986308
42945,1,0.6136031
42946,0,0.29975307
42947,0,0.09907413
42948,1,0.5615242
42949,0,0.054739017
42950,0,0.49805552
42951,0,0.21623081
42952,0,0.28621727
42953,1,0.80840015
42954,1,0.58588743
42955,1,0.87689406
42956,0,0.37374383
42957,1,0.61574596
42958,0,0.3362823
42959,0,0.39732298
42960,0,0.098432645
42961,0,0.4916131
42962,1,0.87425214
42963,0,0.14509977
42964,0,0.0688582
42965,0,0.004064036
42966,1,0.7952599
42967,1,0.75848967
42968,0,0.015813032
42969,0,0.31612065
42970,0,0.071882725
42971,0,0.33943856
42972,1,0.7377339
42973,1,0.7540919
42974,0,0.056718092
42975,0,0.40209094
42976,0,0.25195575
42977,0,0.19107991
42978,1,0.7269016
42979,0,0.12719499
42980,0,0.46663943
42981,0,0.46166968
42982,0,0.23197567
42983,0,0.115881234
42984,0,0.36497715
42985,0,0.4859031
42986,0,0.38902187
42987,1,0.9527927
42988,0,0.058282387
42989,0,0.23387471
42990,1,0.7227419
42991,0,0.1146462
42992,0,0.06719886
42993,0,0.07279382
42994,1,0.53109354
42995,1,0.77028155
42996,0,0.24547818
42997,0,0.3350913
42998,1,0.79939073
42999,1,0.68263876
43000,0,0.28398755
43001,0,0.13005409
43002,0,0.2509949
43003,1,0.6787161
43004,1,0.7409778
43005,0,0.21879187
43006,1,0.75380206
43007,0,0.4282047
43008,0,0.19930966
43009,0,0.25362796
43010,1,0.615387
43011,0,0.32502875
43012,1,0.5238541
43013,0,0.38277727
43014,1,0.70601076
43015,0,0.21636267
43016,1,0.5900263
43017,0,0.18085572
43018,0,0.122242704
43019,0,0.31201616
43020,1,0.7904407
43021,0,0.30533266
43022,0,0.42299944
43023,1,0.7007863
43024,0,0.11604697
43025,1,0.53096884
43026,1,0.6670697
43027,0,0.08996248
43028,0,0.18193439
43029,1,0.51653904
43030,0,0.3233059
43031,0,0.04509305
43032,0,0.014034678
43033,1,0.8167293
43034,0,0.2008249
43035,0,0.31661808
43036,0,0.030559642
43037,0,0.07693677
43038,1,0.5029374
43039,0,0.115137555
43040,0,0.1924949
43041,0,0.16233382
43042,0,2.8264918e-29
43043,1,0.8200749
43044,0,0.07418173
43045,0,0.118651
43046,1,0.7835831
43047,0,0.22206196
43048,0,0.2559524
43049,0,0.18969674
43050,1,0.5903138
43051,0,0.16164403
43052,0,0.017871698
43053,1,0.6710832
43054,0,0.15183043
43055,0,0.27619815
43056,0,0.33865362
43057,0,0.11677218
43058,1,0.8294536
43059,0,0.49466214
43060,0,0.0043120035
43061,0,0.060362656
43062,0,0.17984037
43063,1,0.6735797
43064,1,0.88723046
43065,1,0.6377799
43066,0,0.1377059
43067,0,0.22890756
43068,1,0.5189577
43069,0,0.04817122
43070,0,0.2317716
43071,0,2.0263768e-05
43072,0,0.0038921076
43073,0,0.3192566
43074,1,0.7416226
43075,0,0.21661876
43076,0,0.03279784
43077,0,0.4715357
43078,0,0.37970853
43079,1,0.5281136
43080,0,0.11654547
43081,0,0.13131686
43082,0,0.18254057
43083,0,0.18253794
43084,0,0.00038205824
43085,0,1.0515695e-05
43086,0,0.044629924
43087,1,0.57303494
43088,0,0.2104603
43089,1,0.7874483
43090,0,0.49701792
43091,1,0.7720986
43092,0,0.0042053116
43093,1,0.9132789
43094,0,0.22110108
43095,0,0.008354246
43096,1,0.7071312
43097,0,0.09491732
43098,1,0.5762238
43099,1,0.50870085
43100,0,0.33569694
43101,0,0.30688605
43102,1,0.6701487
43103,0,0.06334193
43104,0,0.062647626
43105,0,0.3573319
43106,1,0.58699197
43107,1,0.6287665
43108,0,0.03887228
43109,0,0.30897442
43110,1,0.7720071
43111,0,0.49340823
43112,1,0.74890363
43113,0,0.29030326
43114,1,0.6771301
43115,0,0.19038807
43116,1,0.55716914
43117,0,0.12489083
43118,0,0.13387011
43119,1,0.69252956
43120,1,0.8655762
43121,0,0.1189109
43122,1,0.50162643
43123,1,0.63165694
43124,1,0.92725915
43125,1,0.73872876
43126,0,0.16697218
43127,0,0.4836497
43128,1,0.8983394
43129,0,0.47936884
43130,0,0.398409
43131,0,0.46882454
43132,0,0.27398205
43133,1,0.7971253
43134,1,0.50803477
43135,1,0.5920189
43136,0,0.305918
43137,0,0.23349014
43138,0,0.033106573
43139,0,0.17535992
43140,0,0.15882912
43141,0,0.056564964
43142,1,0.88400203
43143,0,0.40497452
43144,1,0.6700396
43145,1,0.83059627
43146,0,0.053398836
43147,0,0.16446951
43148,1,0.77488333
43149,0,0.02073803
43150,0,0.36902922
43151,0,0.07096109
43152,0,0.036992934
43153,0,0.10852019
43154,0,0.102942236
43155,0,0.23724984
43156,0,0.04065097
43157,0,0.027845256
43158,1,0.67315245
43159,0,0.4030523
43160,1,0.8334997
43161,0,0.14148203
43162,0,0.33012646
43163,0,0.05394418
43164,0,0.023950914
43165,1,0.6224042
43166,0,0.022564089
43167,0,0.0064474307
43168,0,0.0035149604
43169,1,0.6119884
43170,0,0.24184221
43171,1,0.88638794
43172,1,0.9578403
43173,0,0.2768416
43174,1,0.9297955
43175,1,0.8565377
43176,0,0.23739405
43177,0,0.045819536
43178,0,0.03433741
43179,0,0.46205002
43180,1,0.7694713
43181,0,0.24003708
43182,1,0.873675
43183,0,0.0027973054
43184,0,0.20635577
43185,1,0.8560936
43186,0,1.429914e-08
43187,1,0.63526773
43188,1,0.52575326
43189,0,0.033926785
43190,0,0.16608253
43191,0,0.2654596
43192,1,0.5310305
43193,0,0.43380955
43194,0,0.4662848
43195,0,0.18083364
43196,0,0.34392667
43197,0,0.20163716
43198,1,0.722347
43199,0,0.012359437
43200,0,0.2943432
43201,1,0.72284096
43202,0,0.030651424
43203,0,0.05443252
43204,0,0.31476226
43205,0,0.16856112
43206,1,0.75387055
43207,0,0.0015588626
43208,1,0.90770954
43209,0,0.093273185
43210,0,0.42028058
43211,1,0.66797894
43212,0,0.34945613
43213,1,0.52024883
43214,0,0.054850075
43215,0,0.17684054
43216,0,0.49795103
43217,0,0.07504501
43218,1,0.58279
43219,0,0.0007478345
43220,0,0.40793356
43221,1,0.53778315
43222,0,0.18113047
43223,0,0.020748308
43224,0,0.077506766
43225,0,0.30645293
43226,1,0.6554711
43227,1,0.64910275
43228,0,0.20630342
43229,0,0.24479556
43230,0,1.6300202e-05
43231,1,0.5372238
43232,0,0.46114302
43233,0,0.19180721
43234,0,0.035762932
43235,0,0.0060119876
43236,0,0.009927495
43237,0,0.27146977
43238,0,0.12151003
43239,0,0.06773785
43240,0,0.046546426
43241,0,0.31511396
43242,0,0.20496714
43243,0,0.39930263
43244,1,0.8097068
43245,1,0.5216509
43246,0,0.010129733
43247,0,0.24866457
43248,1,0.61457324
43249,1,0.7945615
43250,1,0.8134079
43251,0,0.48705134
43252,1,0.8905264
43253,0,0.045435574
43254,1,0.79764014
43255,1,0.65196526
43256,1,0.8298459
43257,0,0.047298457
43258,1,0.80580264
43259,0,0.018913496
43260,1,0.8407257
43261,0,0.4453641
43262,0,0.06488663
43263,1,0.5245605
43264,0,0.45496407
43265,1,0.55097073
43266,1,0.7238181
43267,0,0.16312425
43268,0,0.04001129
43269,0,0.00043668994
43270,1,0.6689739
43271,0,0.18012013
43272,0,0.38556516
43273,1,0.81091493
43274,0,0.045003418
43275,0,0.41555935
43276,0,0.38695464
43277,0,0.48013985
43278,1,0.9545678
43279,1,0.7563452
43280,0,0.2745547
43281,0,0.039867032
43282,0,0.27184516
43283,1,0.73899066
43284,0,0.09058962
43285,0,0.30143642
43286,0,0.4390059
43287,1,0.5148784
43288,0,0.30911258
43289,1,0.7152814
43290,0,0.0030969426
43291,0,0.09111919
43292,0,0.13839866
43293,1,0.7971061
43294,0,0.3981977
43295,0,0.15565489
43296,1,0.7489372
43297,0,0.46183628
43298,0,0.10732467
43299,0,0.18787956
43300,0,0.12947954
43301,0,0.36797988
43302,0,0.31509036
43303,0,0.38275796
43304,0,0.41099092
43305,0,0.05014364
43306,1,0.8662345
43307,0,0.0828779
43308,1,0.7078107
43309,1,0.8308561
43310,0,0.3232761
43311,0,0.26884776
43312,0,0.06244149
43313,1,0.8552096
43314,0,0.43476242
43315,1,0.858121
43316,1,0.53751576
43317,0,0.21568432
43318,0,0.2987894
43319,0,0.22342798
43320,1,0.54251295
43321,1,0.81199497
43322,0,0.47090942
43323,1,0.90253526
43324,0,0.3379843
43325,0,0.3480167
43326,0,0.013572437
43327,1,0.70290667
43328,0,0.37190175
43329,0,0.28033632
43330,0,0.34702095
43331,0,0.031821012
43332,1,0.91170734
43333,0,0.25958836
43334,0,0.371051
43335,0,0.012030582
43336,0,0.0064433846
43337,1,0.56856024
43338,0,0.41039744
43339,0,0.087629505
43340,0,0.07339212
43341,1,0.86413544
43342,1,0.7232983
43343,1,0.7538169
43344,0,0.14777096
43345,0,0.33704278
43346,1,0.7263891
43347,0,0.4168004
43348,1,0.89683217
43349,0,0.054416478
43350,0,0.12749864
43351,1,0.7450459
43352,1,0.62829435
43353,1,0.7599132
43354,1,0.7845557
43355,0,0.3830118
43356,0,4.9826693e-05
43357,1,0.8044423
43358,0,0.0024889354
43359,0,0.07614868
43360,0,0.34381026
43361,0,0.046648204
43362,0,0.06157469
43363,0,0.08435561
43364,0,0.19227725
